Game_Title,All_Review_Cat,Release_Date,Game_Developer,Game_Publisher,Player_Type,Has_Violence,Price_Original_Before_Discount,Discount_Percentage,Price_Discount,Price_Original,price_subscription,Genre_List,OS_List,Memory,Storage,Hard_Drive,VR_Support,Purchase_All,Purchase_Steam,Purchase_Other,Review_All,Review_Positive,Review_Negative
The Mean Greens  Plastic Warfare,Very Positive,"8 Dec, 2015",Virtual Basement LLC,Virtual Basement LLC,Online PvP,None,None,None,None,199,None,"['Action', 'Indie']",['windows'],[' 4 GB RAM'],[' 14 GB available space'],[],None,8681,7002,1679,8681,7086,1595
Trove,Mostly Positive,"9 Jul, 2015",Trion Worlds,Trion Worlds,MMO,Fear,None,None,None,Free to Play,None,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",['windows'],['1 GB'],['1 GB'],[],None,71875,1128,70747,71875,57112,14763
Bloodstained Ritual of the Night,Overwhelmingly Positive,"18 Jun, 2019",ArtPlay,505 Games,Single-player,None,None,None,None,2499,None,"['Action', 'Adventure', 'RPG']",[],"['4 GB', '8 GB']","['10 GB', '10 GB']",[],None,20501,14338,6163,20501,19737,764
Heli Heroes,Mixed,"30 Jan, 2002",Reality Pump,Topware Interactive,Single-player,violence/bad_language,None,None,None,259,None,"['Action', 'Casual']",['windows'],['512 MB'],['600 MB'],[],None,393,60,333,393,200,193
Sunset Overdrive,Very Positive,"16 Nov, 2018",Insomniac Games,Xbox Game Studios,Single-player,Strong Language,None,None,None,524,None,"['Action', 'Adventure']",['windows'],['8 GB'],['30 GB'],[],None,4165,3497,668,4165,3785,380
Philophobia The Fear of Love,Positive,"10 Feb, 2020",Tim Ruswick,Tim Ruswick,Single-player,None,None,None,None,399,None,"['Action', 'Indie']",['windows'],[' 8 GB RAM'],[' 350 MB available space'],[],None,60,35,25,60,55,5
One Finger Death Punch 2,Overwhelmingly Positive,"15 Apr, 2019",Silver Dollar Games,Silver Dollar Games,Single-player,None,None,None,None,299,None,"['Action', 'Casual', 'Indie']",['windows'],['4 GB'],['3 GB'],[],None,2736,2349,387,2736,2656,80
Save Your Nuts,Positive,"24 Apr, 2019",Triple Scale Games,Triple Scale Games,Single-player,None,None,None,None,459,None,"['Action', 'Indie', 'Early Access']",['windows'],['2 GB'],['2 GB'],[],None,51,12,39,51,39,12
Explosionade,Positive,"23 Sep, 2015",Mommy's Best Games,Mommy's Best Games,Single-player,None,None,None,None,229,None,"['Action', 'Indie']",['mac'],[' 1 GB RAM'],[' 500 MB available space'],[],None,53,30,23,53,40,13
River City Girls,Very Positive,"5 Sep, 2019",WayForward,WayForward,Single-player,violence/bad_language,None,None,None,699,None,['Action'],['windows'],['4 GB'],['6 GB'],[],None,1231,1114,117,1231,1030,201
Worms WMD,Very Positive,"23 Aug, 2016",Team17 Digital Ltd,Team17 Digital Ltd,Single-player,None,None,None,None,1249,None,"['Action', 'Strategy']","['linux', 'windows']","['2 GB', '4 GB']",[],[],None,4209,2788,1421,4209,3384,825
Jar Wars,Very Positive,"25 Feb, 2020",FarCade,FarCade,Online PvP,None,None,None,None,Free,None,"['Action', 'Free to Play', 'Indie']",['windows'],[' 4 MB RAM'],[' 900 MB available space'],[],VR Support,72,0,72,72,62,10
Dead by Daylight Ghost Face,Very Positive,"18 Jun, 2019",Behaviour Interactive Inc.,Behaviour Interactive Inc.,Online PvP,violence/bad_language,None,None,None,199,None,['Action'],['windows'],['8 GB'],['25 GB'],[],None,895,817,78,895,721,174
Dead by Daylight Ghost Face,Very Positive,"18 Jun, 2019",Behaviour Interactive Inc.,Behaviour Interactive Inc.,Online PvP,violence/bad_language,None,None,None,199,None,['Action'],['windows'],['8 GB'],['25 GB'],[],None,895,817,78,895,721,174
Darksburg,Mixed,"12 Feb, 2020",Shiro Games,Shiro Games,Single-player,None,None,None,None,529,None,"['Action', 'Indie', 'Early Access']",['windows'],['2 GB'],['2 GB'],[],None,630,537,93,630,458,172
Kane and Lynch Dead Men,Mixed,"13 Nov, 2007",IO Interactive,Square Enix,Single-player,violence/bad_language,None,None,None,319,None,['Action'],[],[],[],[],None,2369,1835,534,2369,1493,876
Call of Duty 2,Very Positive,"25 Oct, 2005",Infinity Ward,Activision,Single-player,None,None,None,None,1300,None,['Action'],"['windows', 'mac']",[],[],[],None,3742,3090,652,3742,3441,301
Darksiders,Very Positive,"24 Sep, 2010",Vigil Games,THQ Nordic,Single-player,None,None,None,None,699,None,"['Action', 'Adventure']",['windows'],"['1GB XP,']",[],[],None,10650,6881,3769,10650,9510,1140
Mafia III,Mixed,"6 Oct, 2016",Hangar 13,2K,Single-player,None,None,None,None,Note Your saved progress will transfer to the full game if purchased,None,"['Action', 'Adventure']","['windows', 'mac']","['6 GB', '8 GB']","['50 GB', '50 GB']",[],None,31512,17431,14081,31512,16628,14884
NAM,Mostly Positive,"31 Jul, 1998",TNT Team,Ziggurat,Single-player,None,None,None,None,319,None,['Action'],"['linux', 'windows', 'mac']","['512 MB', '512 MB', '512 MB']","['100 MB', '100 MB', '100 MB']",[],None,210,138,72,210,156,54
Days of War Definitive Edition,Mixed,"30 Jan, 2020",Driven Arts,Graffiti Games,Online PvP,violence/bad_language,None,None,None,569,None,"['Action', 'Indie']",['windows'],['4 GB'],['12 GB'],[],None,1689,1302,387,1689,872,817
Ultimate Zombie Defense,Positive,"21 Feb, 2020",Terror Dog Studio,Terror Dog Studio,Single-player,None,None,None,None,165,None,"['Action', 'Casual', 'Early Access']",['windows'],['4 GB'],['1 GB'],[],None,32,31,1,32,30,2
LOST PLANET 3,Mixed,"26 Aug, 2013",Spark Unlimited,Capcom,Single-player,violence/bad_language,None,None,None,1499,None,['Action'],['windows'],['3 GB'],['16 GB'],[],None,2820,1372,1448,2820,1756,1064
Mad Max,Very Positive,"1 Sep, 2015",Avalanche Studios,Warner Bros. Interactive Entertainment,Single-player,violence/bad_language,None,None,None,989,None,"['Action', 'Adventure']","['linux', 'windows', 'mac']","['6 GB', '8 GB', '16 GB']","['32 GB', '35 GB', '35 GB']",[],None,48001,28545,19456,48001,43647,4354
Muse Dash,Overwhelmingly Positive,"20 Jun, 2019",PeroPeroGames,X.D. Network Inc.,Single-player,None,None,None,None,180,None,"['Action', 'Casual', 'Indie']","['windows', 'mac']","['2 GB', '4 GB']","['600 MB', '1 GB']",[],None,14865,13625,1240,14865,14532,333
Left 4 Dead,Overwhelmingly Positive,"17 Nov, 2008",Valve,Valve,Single-player,None,None,None,None,349,None,['Action'],"['windows', 'mac']","['1 GB', '1 GB']",[],['At least'],None,25406,19216,6190,25406,24262,1144
Superdimension Neptune VS Sega Hard Girls,Very Positive,"12 Jun, 2017",IDEA FACTORY,Idea Factory International,Single-player,None,None,None,None,529,None,"['Action', 'RPG']",['windows'],['4 GB'],['12 GB'],[],None,751,685,66,751,705,46
Public Enemy Revolution Simulator,Positive,"19 Aug, 2019",Concrete Games,Concrete Games,Single-player,None,None,None,None,Free,None,['Action'],['windows'],[' 4 GB RAM'],[' 200 MB available space'],[],None,40,0,40,40,37,3
Knight Online,Mixed,"26 Jan, 2016",Noah System,NTTGame,Single-player,None,None,None,None,Free to Play,None,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",['windows'],[' 512 MB RAM'],[' 2 GB available space'],[],None,8719,120,8599,8719,4166,4553
Fight Angel Special Edition,Very Positive,"21 Dec, 2019",Red Fox,Red Fox,Single-player,None,None,None,None,529,None,"['Action', 'Indie']",['windows'],['4096 MB'],['4096 MB'],[],None,236,192,44,236,198,38
Halo Spartan Strike,Very Positive,"12 Dec, 2014",343 Industries,Xbox Game Studios,Single-player,violence/bad_language,None,None,None,169,None,['Action'],['windows'],['1 GB'],['2550 MB'],[],None,770,723,47,770,631,139
Toukiden 2,Mostly Positive,"21 Mar, 2017","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Single-player,violence/bad_language,None,None,None,1179,None,['Action'],['windows'],['3 GB'],['17 GB'],[],None,1148,908,240,1148,915,233
Sayonara Wild Hearts,Overwhelmingly Positive,"12 Dec, 2019",Simogo,Annapurna Interactive,Single-player,None,None,None,None,419,None,"['Action', 'Casual']",['windows'],['2 GB'],['2 GB'],[],None,2261,2153,108,2261,2206,55
Wolfenstein The New Order,Very Positive,"20 May, 2014",Machine Games,Bethesda-Soft,Single-player,None,None,None,None,1179,None,['Action'],['windows'],[' 4 GB RAM'],[' 50 GB available space'],[],None,34284,24149,10135,34284,30902,3382
In Her Eyes,Positive,"2 Apr, 2020",Not Dead Luna,Not Dead Luna,Single-player,None,None,None,None,349,None,"['Action', 'Casual', 'Indie', 'RPG']","['windows', 'mac']","['4 GB', '4 GB']","['2 GB', '2 GB']",[],None,47,31,16,47,43,4
Tom Clancys The Division,Mixed,"8 Mar, 2016",Massive Entertainment,Ubisoft,Single-player,None,None,None,None,1499,None,"['Action', 'Adventure', 'RPG']",['windows'],['6 GB'],['40 GB'],[],None,80491,61499,18992,80491,54281,26210
Spacelords,Mixed,"22 Sep, 2017",MercurySteam,Mercury Steam Entertainment s.l.,Single-player,violence/bad_language,None,None,None,Free To Play,None,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy', 'Movie']",['windows'],['4 GB'],['10 GB'],[],None,2917,155,2762,2917,1487,1430
Dusk Diver,Very Positive,"23 Oct, 2019",WANIN Games,WANIN Games,Single-player,None,None,None,None,1299,None,"['Action', 'Adventure', 'RPG']",['windows'],['4 GB'],['5 GB'],[],None,411,303,108,411,375,36
Titan Quest Ragnark,Mostly Positive,"17 Nov, 2017",Pieces Interactive,THQ Nordic,Single-player,violence/bad_language,None,None,None,699,None,"['Action', 'RPG']",['windows'],['1 GB'],['5 GB'],[],None,963,875,88,963,758,205
Pizza Master VR,Positive,"6 Mar, 2020",Plectrum Software,Plectrum Software,Single-player,None,None,None,None,329,None,"['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']",['windows'],[' 8 GB RAM'],[],[],VR Support,33,33,0,33,32,1
Prince of Persia The Two Thrones,Mostly Positive,"7 Dec, 2005",Ubisoft Montreal,Ubisoft,Single-player,None,None,None,None,499,None,"['Action', 'Adventure']",[],[' 256 MB (512 MB recommended) '],[],['1.5 GB'],None,624,573,51,624,484,140
We Happy Few,Mostly Positive,"10 Aug, 2018",Compulsion Games,Gearbox Publishing,Single-player,violence/bad_language,None,None,None,2999,None,"['Action', 'Adventure', 'Indie']",['windows'],['8 GB'],['6 GB'],[],None,5494,4431,1063,5494,3985,1509
We Happy Few,Mostly Positive,"10 Aug, 2018",Compulsion Games,Gearbox Publishing,Single-player,violence/bad_language,None,None,None,2999,None,"['Action', 'Adventure', 'Indie']",['windows'],['8 GB'],['6 GB'],[],None,5494,4431,1063,5494,3985,1509
The Blackout Club,Very Positive,"30 Jul, 2019",Question,Question,Single-player,violence/bad_language,None,None,None,699,None,"['Action', 'Indie', 'Simulation']",['windows'],['8 GB'],['15 GB'],[],None,1612,1298,314,1612,1406,206
Blink Rogues,Positive,"17 Dec, 2019",Fox Dive Studio,Fox Dive Studio,Single-player,None,None,None,None,299,None,"['Action', 'Indie']",['windows'],['4 GB'],['1400 MB'],[],None,26,11,15,26,24,2
COMPOUND,Very Positive,"15 May, 2018",Bevan McKechnie,Bevan McKechnie,Single-player,None,None,None,None,565,None,"['Action', 'Indie', 'Early Access']",['windows'],[' 4 GB RAM'],[' 100 MB available space'],[],VR Support,425,413,12,425,413,12
CounterStrike Condition Zero,Very Positive,"1 Mar, 2004",Valve,Valve,Single-player,None,None,None,None,349,None,['Action'],[],[],[],[],None,16447,11262,5185,16447,14856,1591
Revenge of Roger Rouge,Mixed,"22 Apr, 2016",Trazzy Entertainment,Trazzy Entertainment,Single-player,None,58,-26%,43,None,None,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",['windows'],[' 512 MB RAM'],[' 550 MB available space'],[],None,31,18,13,31,19,12
Tom Clancys Ghost Recon Future Soldier,Mixed,"28 Jun, 2012",Ubisoft Paris,Ubisoft,Single-player,None,None,None,None,749,None,['Action'],['windows'],['2GB Windows'],[],['25 GB'],None,3694,3115,579,3694,2447,1247
TRON RUNr,Mostly Positive,"17 Feb, 2016",Sanzaru Games Inc.,Disney,Single-player,violence/bad_language,None,None,None,529,None,"['Action', 'Racing']",['windows'],[' 8 GB RAM'],[' 5 GB available space'],[],None,321,274,47,321,257,64
Mount  Blade Warband  Napoleonic Wars,Very Positive,"19 Apr, 2012",TaleWorlds Entertainment,TaleWorlds Entertainment,Downloadable Content,None,None,None,None,349,None,"['Action', 'RPG']","['linux', 'windows', 'mac']","['1GB RAM', '2GB RAM', '1 GB', '1 GB']",[],"['1.2 GB', '1.2 GB']",None,3332,2755,577,3332,3013,319
This Land Is My Land,Mostly Positive,"20 Nov, 2019",Game-Labs,Game-Labs,Single-player,None,None,None,None,899,None,"['Action', 'Indie', 'RPG', 'Simulation', 'Early Access']",['windows'],['8 GB'],['12 GB'],[],None,887,785,102,887,710,177
SCUM,Mixed,"29 Aug, 2018",Gamepires,Gamepires,Single-player,None,None,None,None,699,None,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Early Access']",['windows'],['10 GB'],['30 GB'],[],None,36327,31618,4709,36327,25026,11301
Prince of Persia,Mostly Positive,"10 Dec, 2008",Ubisoft Montreal,Ubisoft,Single-player,None,None,None,None,499,None,"['Action', 'Adventure']",['windows'],['1 GB'],[],['9 GB'],None,1440,1320,120,1440,1131,309
Dead Rising 2 Off the Record,Mostly Positive,"11 Oct, 2011",Capcom Vancouver,Capcom,Single-player,None,None,None,None,1499,None,"['Action', 'Adventure']",['windows'],['2 GB'],[],['8.5 GB'],None,2022,1217,805,2022,1615,407
XBlades,Mixed,"10 Feb, 2009",Gaijin Entertainment,Topware Interactive,Single-player,violence/bad_language,None,None,None,369,None,"['Action', 'Adventure', 'RPG']","['linux', 'windows', 'mac']","['1 GB', '1 GB', '1 GB']",[],"['4 GB', '3 GB', '3.1 GB']",None,2712,916,1796,2712,1665,1047
Yokais Secret,Very Positive,"6 Feb, 2020",Double W,Toffee Cafe,Single-player,None,None,None,None,85,None,"['Action', 'Casual', 'Indie', 'RPG']",['windows'],[' 4 GB RAM'],[' 1 GB available space'],[],None,2346,2270,76,2346,2140,206
PAYDAY 2 Gage Weapon Pack 02,Mixed,"30 Jan, 2014",OVERKILL - a Starbreeze Studio.,505 Games,Single-player,None,None,None,None,58,None,"['Action', 'RPG']",['windows'],['2 GB'],[],['13 GB'],None,534,457,77,534,343,191
Total War WARHAMMER  Call of the Beastmen,Mixed,"28 Jul, 2016",CREATIVE ASSEMBLY,SEGA,Single-player,violence/bad_language,None,None,None,900,None,"['Action', 'Strategy']","['linux', 'windows', 'mac']","['3 GB', '8 GB', '8 GB']","['35 GB', '37 GB', '35 GB']",[],None,1373,1189,184,1373,777,596
Tom Clancys Rainbow Six Lockdown,Mixed,"14 Feb, 2006",Red Storm Entertainment,Ubisoft,Single-player,None,None,None,None,249,None,['Action'],[],[],[],[],None,196,182,14,196,105,91
Tom Clancys Rainbow Six Vegas,Mostly Positive,"12 Dec, 2006",Ubisoft Montreal,Ubisoft,Single-player,None,None,None,None,499,None,['Action'],[],[' 1 GB (2 GB recommended) '],[],[' 7 GB free'],None,602,532,70,602,467,135
Microsoft Flight Simulator X Steam Edition,Very Positive,"16 Oct, 2006",Microsoft Game Studios,Xbox Game Studios,Single-player,None,None,None,None,619,None,['Simulation'],['windows'],[' 2 GB RAM'],[' 30 GB available space'],[],None,15927,13774,2153,15927,13269,2658
Microsoft Flight Simulator X Steam Edition,Very Positive,"16 Oct, 2006",Microsoft Game Studios,Xbox Game Studios,Single-player,None,None,None,None,619,None,['Simulation'],['windows'],[' 2 GB RAM'],[' 30 GB available space'],[],None,15927,13774,2153,15927,13269,2658
Arma 3 Helicopters,Mostly Positive,"4 Nov, 2014",Bohemia Interactive,Bohemia Interactive,Single-player,violence/bad_language,409,-66%,139,None,None,"['Action', 'Simulation', 'Strategy']",[],[],[],[],None,551,471,80,551,422,129
Battlezone Combat Commander,Very Positive,"1 Mar, 2018",Big Boat Interactive,Rebellion,Single-player,None,None,None,None,529,None,"['Action', 'Strategy']",['windows'],[' 4 GB RAM'],[' 10 GB available space'],[],None,425,390,35,425,364,61
Tomb Raider VI The Angel of Darkness,Mixed,"29 Nov, 2012",Core Design,Square Enix,Single-player,None,None,None,None,319,None,['Action'],['windows'],['512 MB'],[],['2 GB HD space'],None,758,665,93,758,434,324
Dungeon Fighter Online,Mixed,"9 Aug, 2016",Neople,Neople,MMO,None,None,None,None,Free To Play,None,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",['windows'],['2 GB'],['18 GB'],[],None,3187,86,3101,3187,2171,1016
Borderlands The PreSequel,Very Positive,"14 Oct, 2014",2K Australia,2K,Single-player,violence/bad_language,None,None,None,1999,None,"['Action', 'RPG']","['linux', 'windows']","['2048 MB', '4 GB']","['13 GB', '13 GB']",[],None,31279,22028,9251,31279,24980,6299
Sniper Elite 3,Very Positive,"27 Jun, 2014",Rebellion,Rebellion,Single-player,None,None,None,None,729,None,"['Action', 'Adventure']",['windows'],[' 2 GB RAM'],[' 18 GB available space'],[],None,18563,13160,5403,18563,14951,3612
Gladiator Sword of Vengeance,Mostly Positive,"5 Nov, 2003",Throwback Entertainment,Throwback Entertainment,Single-player,violence/bad_language,None,None,None,299,None,"['Action', 'Adventure']",['windows'],['1 GB'],['2 GB'],[],None,30,24,6,30,23,7
Katana ZERO,Overwhelmingly Positive,"18 Apr, 2019",Askiisoft,Devolver Digital,Single-player,None,None,None,None,459,None,"['Action', 'Indie']","['windows', 'mac']","['1 GB', '4 GB']","['200 MB', '200 MB']",[],None,21593,19661,1932,21593,21262,331
Trover Saves the Universe,Very Positive,"4 Jun, 2019","Squanch Games, Inc.","Squanch Games, Inc.",Single-player,violence/bad_language,None,None,None,699,None,"['Action', 'Adventure', 'Indie']",['windows'],[' 8 GB RAM'],['25 GB'],[],VR Support,1758,1677,81,1758,1635,123
Total War WARHAMMER II  Curse of the Vampire Coast,Mostly Positive,"8 Nov, 2018",CREATIVE ASSEMBLY,SEGA,Single-player,violence/bad_language,None,None,None,900,None,"['Action', 'Strategy']",['windows'],['5 GB'],['60 GB'],[],None,1107,977,130,1107,879,228
Metal Unit,Very Positive,"4 Feb, 2020",JellySnow Studio,NEOWIZ,Single-player,None,None,None,None,459,None,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",['windows'],['2 GB'],['500 MB'],[],None,451,350,101,451,379,72
Metal Unit,Very Positive,"4 Feb, 2020",JellySnow Studio,NEOWIZ,Single-player,None,None,None,None,459,None,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",['windows'],['2 GB'],['500 MB'],[],None,451,350,101,451,379,72
Dark Judgement,Positive,"22 Feb, 2020",Frankenstein Studio,Sinnesloschen,Single-player,None,None,None,None,419,None,['Action'],['windows'],['1 GB'],['700 MB'],[],None,17,10,7,17,15,2
The Juicer,Very Positive,"6 Sep, 2012",Anvate Games,Anvate Games,Single-player,None,None,None,None,58,None,"['Action', 'Indie']",['windows'],[' 512 MB RAM'],[' 200 MB available space'],[],None,230,141,89,230,199,31
LEGO Batman 3 Beyond Gotham,Very Positive,"11 Nov, 2014",TT Games Ltd,WB Games,Single-player,violence/bad_language,729,-75%,182,1372,None,"['Action', 'Adventure']",['windows'],['2 GB'],['10 GB'],[],None,3145,2097,1048,3145,2723,422
Just Cause,Mixed,"22 Sep, 2006",Avalanche Studios,Square Enix,Single-player,violence/bad_language,None,None,None,319,None,['Action'],[],[],[],[],None,3075,2532,543,3075,2065,1010
MisBits,Very Positive,"5 Mar, 2020",Pow Wow Entertainment LTD.,3BD GAMES LLC,Online PvP,violence/bad_language,None,None,None,Free To Play,None,"['Action', 'Casual', 'Early Access']",['windows'],['4 GB'],['10 GB'],[],None,196,44,152,196,171,25
Sleeping Dogs Definitive Edition,Very Positive,"8 Oct, 2014",United Front Games,SQUARE ENIX,Single-player,violence/bad_language,None,None,None,729,None,"['Action', 'Adventure', 'Racing']",['windows'],['4 GB'],['20 GB'],[],None,26828,23222,3606,26828,24352,2476
Blade Strangers,Mostly Positive,"28 Aug, 2018",Studio Saizensen,"Nicalis, Inc.",Single-player,None,None,None,None,529,None,['Action'],['windows'],[' 4 GB RAM'],[' 4 GB available space'],[],None,122,114,8,122,91,31
Scraper Gauntlet,Positive,"20 Feb, 2020","Labrodex, Inc.","Labrodex, Inc.",Single-player,None,None,None,None,459,None,"['Action', 'RPG', 'Strategy']",['windows'],['4 GB'],['8 GB'],[],VR Support,24,15,9,24,23,1
